"","X","ID","DataType","ORIGINAL_TraitID","ORIGINAL_TraitDefinition","TraitValue","TraitUnit","N_TraitValue","ConTaxa","ResTaxa","ConTaxaStage","ResTaxaStage","Con_ForagingMovement","Con_RESDetectionDimensionality","Res_ForagingMovement","Res_CONDetectionDimensionality","CON_MASS_value","RES_MASS_value","ResArenaSize_SI_UNIT","ResDensity_SI_VALUE","ResDensityUnit","ResDensity","ResArenaSize_SI_VALUE","ConTemp","ResTemp","ResReplaceRate","ResReplaceUnit","ResReplace","TraitSIValue","TraitSIUnit","N_TraitID","N_TraitConversion","N_CONVERTED","N_TraitUnit","Original_ErrorValue","Original_ErrorValueUnit","Replicates","ConTaxon","ConStage","ConCommon","Con_MovementDimensionality","Con_Thermy","Res_MovementDimensionality","ResTaxon","ResStage","ResCommon","Res_Thermy","Habitat","LabField","ObservationtimeSI","ObservationtimeSIUnits","ConStarvationTimeSI","ConStarvationTimeSIUnits","ConArenaSiz_VALUE","ConArenaSize_UNIT","ConDensity","ConDensityUnit","ConDensity_SI_VALUE","ConDensityConst","ConSizType","CON_ORIGINAL_value","CON_ORIGINAL_unit","Con_Siz_reference","ResSizType","RES_ORIGINAL_value","RES_ORIGINAL_unit","Res_Siz_reference","Citation","FigureTable","a0","h0","Holling_AIC","Holling_gen_AIC","Poly_2_AIC","Poly_3_AIC","Holling_BIC","Holling_gen_BIC","Poly_2_BIC","Poly_3_BIC","BestAIC","BestBIC","q0"
"1026",1025,39928,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",4.6,"Individual/(Individual*1 day)",5.32e-05,"Nabis kinbergii Reuter","Acyrthosiphon pisum (Harris)","Nabis kinbergii Reuter [adult]","Acyrthosiphon pisum (Harris) [instar final]","active","surface","sessile","surface",4.8616e-05,6e-07,"square meter",26.31578947,"Individuals per arena",1,0.038,22.5,22.5,NA,"","yes",NA,NA,NA,NA,NA,NA,1.1,"SD",8,"Nabis kinbergii Reuter","Adult","Pacific damsel bug","2D","ectotherm","2D","Acyrthosiphon pisum (Harris)","Final Instar","Pea aphid","ectotherm","Terrestrial","Laboratory",86400,"seconds",86400,"seconds",0.0355,"square meter",1,"Individuals per arena","","yes","","","","","wet mass",0.6,"milligram","original","Siddique A. B. and R. B. Chapman. 1987. FUNCTIONAL-RESPONSE OF PACIFIC DAMSEL BUG NABIS-KINBERGII HEMIPTERA NABIDAE. Entomophaga 32:303-309.","Table 1","0.79678856746845","1.27650349891236",-99.0060936322794,NA,-104.873781742408,-105.350741468282,-100.177779894977,NA,-106.436030092672,-107.303551906111,NA,NA,"3.95735522266477"
"1031",1030,39929,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",2,"Individual/(Individual*1 day)",2.31e-05,"Nabis kinbergii Reuter","Acyrthosiphon pisum (Harris)","Nabis kinbergii Reuter [instar 5]","Acyrthosiphon pisum (Harris) [instar final]","active","surface","sessile","surface",3.76e-06,6e-07,"square meter",26.31578947,"Individuals per arena",1,0.038,22.5,22.5,NA,"","yes",NA,NA,NA,NA,NA,NA,0.9,"SD",8,"Nabis kinbergii Reuter","Instar 5","Pacific damsel bug","2D","ectotherm","2D","Acyrthosiphon pisum (Harris)","Final Instar","Pea aphid","ectotherm","Terrestrial","Laboratory",86400,"seconds",86400,"seconds",0.0355,"square meter",1,"Individuals per arena","","yes","","","","","wet mass",0.6,"milligram","original","Siddique A. B. and R. B. Chapman. 1987. FUNCTIONAL-RESPONSE OF PACIFIC DAMSEL BUG NABIS-KINBERGII HEMIPTERA NABIDAE. Entomophaga 32:303-309.","Table 1","0.0569676743676751","0.146772231589025",-100.042616909983,-100.573836644528,-101.696307610297,-104.625655831599,-101.21430317268,-102.136084994792,-103.25855596056,-106.578466269428,NA,NA,"-3.3198178303428"
"1036",1035,39931,"new","Resource Mass Consumption Rate","The mass of resource consumed by consumers per time",0.4285,"gram (biomass - wet) / (individual * 3 hrs)",3.1e-05,"Myodes glareolus (Schreber 1780)","Salix myrsinifolia Salisb.","Myodes glareolus (Schreber 1780) [adult]","Salix myrsinifolia Salisb. [long shoot - male]","active","surface","sessile","surface",0.0185,0.00128,"square meter",2,"Individuals per square meter",2,1,38,NA,NA,"","no",NA,NA,NA,NA,NA,NA,0.0795,"SE",8,"Clethrionomys glareolus (Schreb.)","Adult","Bank vole","2D","endotherm","sessile","Salix myrsinifolia Salisb.-phylicifolia L.","Male long-shoots","Willow","ectotherm","Terrestrial","enclosure",10800,"seconds",NA,"",1,"square meter",1,"Individuals per arena","","yes","wet mass","18.5","g","http://www.arkive.org/bank-vole/clethrionomys-glareolus/#text=FactsStatus","wet mass",1.28,"g","original","Lundberg P. 1988. FUNCTIONAL-RESPONSE OF A SMALL MAMMALIAN HERBIVORE - THE DISK EQUATION REVISITED. Journal of Animal Ecology 57:999-1006.","Fig 2","1.71892250868472","1.36054387060743",-116.943435073325,-116.07022345454,-114.491938852951,-117.30468333508,-117.568156665641,-116.903185577628,-115.324900976039,-118.34588598894,NA,NA,"-1.11750677926466"
"1042",1041,39932,"new","Resource Mass Consumption Rate","The mass of resource consumed by consumers per time",1.1911,"gram (biomass - dry) / (individual * 1 minute)",0.300176411,"Odocoileus hemionus sitkensis Merriam 1898","Rubus pedatus Sm.","Odocoileus hemionus sitkensis Merriam 1898 [adult]","Rubus pedatus Sm. [adult]","active","surface","sessile","surface",48,0.000177778,"square meter",0.420362903,"g (body - dry) per square meter",0.0278,23.04,39,NA,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",NA,"Odocoileus hemionus sitkensis","Adult","Sitka black-tailed deer ","2D","endotherm","sessile","Rubus pedatus","Whole plant","Strawberryleaf raspberry","ectotherm","Terrestrial","enclosure",NA,"",NA,"",23.04,"square meter",1,"Individuals per arena","","yes","wet mass","48","kg","original","dry mass",0.032,"g","original","Spalinger D. E. T. A. Hanley and C. T. Robbins. 1988. ANALYSIS OF THE FUNCTIONAL-RESPONSE IN FORAGING IN THE SITKA BLACK-TAILED DEER. Ecology 69:1166-1175.","Fig 1a","0.269056212746058","1.4429001933249",-64.4368518617603,-67.5307418990859,-67.1771038520867,-68.9603455037634,-59.9473291773609,-61.54471165322,-61.1910736062208,-61.477807696431,NA,NA,"4.15243192808703"
"1075",1074,39933,"new","Resource Mass Consumption Rate","The mass of resource consumed by consumers per time",4.2202,"gram (biomass - dry) / (individual * 1 minute)",0.000756308,"Odocoileus hemionus sitkensis Merriam 1898","Tsuga heterophylla (Raf.) Sarg.","Odocoileus hemionus sitkensis Merriam 1898 [adult]","Tsuga heterophylla (Raf.) Sarg. [shoot]","active","surface","sessile","surface",48,0.25,"square meter",0.003935484,"g (body - dry) per square meter",0.366,23.04,39,NA,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",NA,"Odocoileus hemionus sitkensis","Adult","Sitka black-tailed deer ","2D","endotherm","sessile","Tsuga heterophylla (Raf.) Sarg.","Stems and needles","Western hemlock","ectotherm","Terrestrial","enclosure",NA,"",NA,"",23.04,"square meter",1,"Individuals per arena","","yes","wet mass","48","kg","original","wet mass",0.25,"kg","http://en.wikipedia.org/wiki/Tsuga_heterophylla","Spalinger D. E. T. A. Hanley and C. T. Robbins. 1988. ANALYSIS OF THE FUNCTIONAL-RESPONSE IN FORAGING IN THE SITKA BLACK-TAILED DEER. Ecology 69:1166-1175.","Fig 1c","0.728960911339323","0.0923572464178511",-252.638838858488,-247.977122067345,-246.816514496867,-251.073186900368,-250.13919882632,-244.644268691121,-243.483661120643,-246.907120180087,NA,NA,"3.90781142283231"
"1092",1091,39934,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",209330,"Individual/(Individual * 1 hr)",58.14722222,"Dreissena polymorpha (Pallas 1771)","Chlamydomonas reinhardtii P.A.Dang","Dreissena polymorpha (Pallas 1771) [adult]","Chlamydomonas reinhardtii P.A.Dang","active","sphere","active","sphere",0.007588773,1.13e-13,"cubic meter",709600000,"Individuals per microliter",0.7096,5e-04,12,12,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",NA,"Dreissena polymorpha","Adult","Freshwater bivalve","2D","ectotherm","3D","Chlamydomonas reinhardii","","Alga","ectotherm","Marine","Laboratory",NA,"",NA,"",5e-04,"cubic meter",1,"Individuals per arena","","yes","shell length","2.75","cm","original","diameter",6,"micrometer","original","Sprung M. and U. Rose. 1988. Influence of food size and food quantity on the feeding of the mussel Dreissena polymorpha. Oecologia 77:526-532.","Fig 3",NA,NA,NA,NA,241.627313155216,228.2174460709,NA,NA,245.188800186801,232.669304860381,NA,NA,NA
"1110",1109,39935,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.9922,"Individual/(Individual*1 hr)",1.15e-05,"Macrolophus caliginosus (Wagner)","Myzus persicae (Sulzer 1776)","Macrolophus caliginosus (Wagner) [adult]","Myzus persicae (Sulzer 1776) [instar 4]","active","surface","sessile","surface",1.39e-06,1.35e-07,"square meter",50,"Individuals per arena",1,0.02,22,22,NA,"","yes",NA,NA,NA,NA,NA,NA,0.8949,"95%CI",5,"Macrolophus caliginosus Wagner","Adult","Mirid bug","2D","ectotherm","2D","Myzus persicae Sulzer","Instar 4","Green peach aphid","ectotherm","Terrestrial","Laboratory",86400,"seconds",86400,"seconds",0.02,"square meter",1,"Individuals per arena","","yes","length","3.48","mm","pdf","length",1.27,"mm","original","Foglar H. J. C. Malausa and E. Wajnberg. 1990. THE FUNCTIONAL-RESPONSE AND PREFERENCE OF MACROLOPHUS-CALIGINOSUS HETEROPTERA MIRIDAE FOR 2 OF ITS PREY - MYZUS-PERSICAE AND TETRANYCHUS-URTICAE. Entomophaga 35:465-474.","Fig 1","0.0278937838264103","0.243194399903698",-141.13587440106,NA,-137.832954065369,-142.41301639092,-141.298143953894,NA,-138.049313469148,-142.683465645643,NA,NA,"-4.92679523071274"
"1117",1116,39936,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",4.8815,"Individual/(Individual*1 hr)",5.65e-05,"Macrolophus caliginosus (Wagner)","Tetranychus urticae Koch 1836","Macrolophus caliginosus (Wagner) [adult]","Tetranychus urticae Koch 1836 [adult]","active","surface","sessile","surface",1.39e-06,2.01e-08,"square meter",300,"Individuals per arena",6,0.02,22,22,NA,"","yes",NA,NA,NA,NA,NA,NA,1.9266,"95%CI",5,"Macrolophus caliginosus Wagner","Adult","Mirid bug","2D","ectotherm","2D","Tetranychus urticae Koch","Adult","Mite","ectotherm","Terrestrial","Laboratory",86400,"seconds",86400,"seconds",0.02,"square meter",1,"Individuals per arena","","yes","length","3.48","mm","pdf","length",0.51,"mm","original","Foglar H. J. C. Malausa and E. Wajnberg. 1990. THE FUNCTIONAL-RESPONSE AND PREFERENCE OF MACROLOPHUS-CALIGINOSUS HETEROPTERA MIRIDAE FOR 2 OF ITS PREY - MYZUS-PERSICAE AND TETRANYCHUS-URTICAE. Entomophaga 35:465-474.","Fig 2","0.111461942400838","0.690525368235034",-94.6518427103141,-79.3010510492925,-92.6025591500313,-96.2159544564801,-95.27656430263,-80.1340131723803,-93.4355212731191,-97.2571571103398,NA,NA,"-4.4235806283541"
"1123",1122,39937,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.595,"Individual/(Individual*7 days)",9.84e-07,"Phagocata vitta (Duges)","Tubifex tubifex (Johannes Muller 1774)","Phagocata vitta (Duges) [adult]","Tubifex tubifex (Johannes Muller 1774)","active","surface","active","surface",1.19e-06,2.38e-06,"square meter",226.3536968,"Individuals per arena",1,0.004417865,5,5,NA,"","yes",NA,NA,NA,NA,NA,NA,NA,"",10,"Phagocata vitta (Duges)","Adult","Freshwater triclad","3D","ectotherm","2D","Tubifex tubifex (Johannes Muller 1774)","","sludge worm","ectotherm","Freshwater","Laboratory",604800,"seconds",NA,"",0.004417865,"square meter",2,"Individuals per arena","","yes","length","8","mm","original","length",15,"mm","original","Armitage M. J. and J. O. Young. 1991. THE FEEDING BIOLOGY OF THE TRICLAD PHAGOCATA-VITTA (DUGES) - A LABORATORY STUDY. Hydrobiologia 215:63-72.","Fig 3","1.19925519564004","1.30117091535473",-117.677498785708,-148.317866009121,-138.159117097292,-151.538208104029,-118.849185048405,-149.880114359385,-139.721365447555,-153.491018541859,NA,NA,"-0.105079938657582"
"1128",1127,39938,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.3885,"Individual/(Individual*7 days)",6.42e-07,"Phagocata vitta (Duges)","Chironomus spp.","Phagocata vitta (Duges) [adult]","Chironomus spp. [larva]","active","surface","active","surface",1.19e-06,4.82e-07,"square meter",226.3536968,"Individuals per arena",1,0.004417865,5,5,NA,"","yes",NA,NA,NA,NA,NA,NA,NA,"",10,"Phagocata vitta (Duges)","Adult","Freshwater triclad","3D","ectotherm","2D","Chironomus sp.","","Chronomid larva","ectotherm","Freshwater","Laboratory",604800,"seconds",NA,"",0.004417865,"square meter",2,"Individuals per arena","","yes","length","8","mm","original","length",8.5,"mm","original","Armitage M. J. and J. O. Young. 1991. THE FEEDING BIOLOGY OF THE TRICLAD PHAGOCATA-VITTA (DUGES) - A LABORATORY STUDY. Hydrobiologia 215:63-72.","Fig 3","0.517398615024609","0.0976463118679498",-157.133688219339,-166.229903002111,-140.026064221033,-155.311461985602,-158.305374482036,-167.792151352374,-141.588312571297,-157.264272423431,NA,NA,"-4.12618324859068"
"1133",1132,39939,"new","Resource Mass Consumption Rate","The mass of resource consumed by consumers per time",56.3421,"gram (biomass - wet) / (individual * 22.5 minutes)",0.000316173,"Alces alces Gray 1821","Betula pubescens Ehrh. (twig)","Alces alces Gray 1821 [adult]","Betula pubescens Ehrh. (twig)","active","surface","sessile","surface",550,0.132,"square meter",1.315673485,"g (body - wet) per square meter",173.6689,6000,38,NA,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",NA,"Alces alces (L.)","Adult","Moose ","2D","endotherm","sessile","Betula pubescens Ehrh.","Twig","Birch","ectotherm","Terrestrial","enclosure",1350,"seconds",NA,"",6000,"square meter",1,"Individuals per arena","","yes","wet mass","550","kg","http://en.wikipedia.org/wiki/Moose","weight",132,"g","original","Lundberg P. and K. Danell. 1990. FUNCTIONAL-RESPONSE OF BROWSERS - TREE EXPLOITATION BY MOOSE. Oikos 58:378-384.","Fig 2","0.412970322423627","1.14879899423796",-340.493378260218,-267.705439120509,-340.542466747142,-338.630530197125,-336.096170551819,-261.84249550931,-334.679523135943,-331.301850683127,NA,NA,"-4.47997224982828"
"1165",1164,39940,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.6312,"Individual/(Individual * 8 hr)",2.19e-05,"Calliopius laeviusculus (Kryer 1838)","Mallotus villosus Mller 1776","Calliopius laeviusculus (Kryer 1838) [adult]","Mallotus villosus Mller 1776 [egg]","active","surface","sessile","surface",1.73e-05,4.78e-07,"square meter",4400,"Individuals per arena",44,0.01,7.5,7.5,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",1,"Calliopius laeviusculus","Adult","Amphipod","2D","ectotherm","sessile","Mallotus villosus Mller 1776","Egg","Capelin eggs","ectotherm","Marine","Laboratory",28800,"seconds",86400,"seconds",0.01,"square meter",0.75,"individuals per square centimeter","","yes","length","5.3","mm","original","diameter",0.97,"mm","pdf","Deblois E. M. and W. C. Leggett. 1991. FUNCTIONAL-RESPONSE AND POTENTIAL IMPACT OF INVERTEBRATE PREDATORS ON BENTHIC FISH EGGS - ANALYSIS OF THE CALLIOPIUS-LAEVIUSCULUS-CAPELIN (MALLOTUS-VILLOSUS) PREDATOR-PREY SYSTEM. Marine Ecology-Progress Series 69:205-216.","Fig 4c","0.679193918617611","0.956757356584948",-1418.87137915451,NA,-1389.25226689803,-1402.64595411506,-1411.72529925049,NA,-1379.72416035934,-1390.73582094169,NA,NA,"4.67076149303466"
"1245",1244,39941,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",12.4834,"Individual/(Individual * 1 hr)",0.003467611,"Philine aperta (Linnaeus 1767)","Isochrysis galbana Parke","Philine aperta (Linnaeus 1767) [larva]","Isochrysis galbana Parke","active","sphere","active","sphere",4.89e-10,4.77e-14,"cubic meter",1392700000,"Individuals per microliter",1.3927,7.03e-05,12.5,12.5,NA,"","yes",NA,NA,NA,NA,NA,NA,NA,"",1,"Philine aperta (L.)","Larva","Sand slug veliger","3D","ectotherm","3D","Isochrysis galbana","Adult","Microalga","ectotherm","Marine","Laboratory",86400,"seconds",NA,"",7.03e-05,"cubic meter",210.9,"individuals per arena","","yes","shell length","135","micrometer","original","diameter",4.5,"micrometer","http://commons.wikimedia.org/wiki/File:Isochrysis_galbana.jpg","Hansen B. and K. W. Ockelmann. 1991. FEEDING-BEHAVIOR IN LARVAE OF THE OPISTHOBRANCH PHILINE-APERTA .1. GROWTH AND FUNCTIONAL-RESPONSE AT DIFFERENT DEVELOPMENTAL STAGES. Marine Biology 111:255-261.","Fig 3","0.239628541084297","1.45564986325902",-76.1298571606353,-57.6528526155126,-80.8131748873377,-80.6907922579046,-75.5381834286266,-56.8639543061678,-80.0242765779928,-79.7046693712235,NA,NA,"-4.71194139914587"
"1254",1253,39942,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",9.7545,"Individual/(Individual * 1 hr)",0.002709583,"Philine aperta (Linnaeus 1767)","Isochrysis galbana Parke","Philine aperta (Linnaeus 1767) [larva]","Isochrysis galbana Parke","active","sphere","active","sphere",1.41e-09,4.77e-14,"cubic meter",1.063e+09,"Individuals per microliter",1.063,7.03e-05,12.5,12.5,NA,"","yes",NA,NA,NA,NA,NA,NA,NA,"",1,"Philine aperta (L.)","Larva","Sand slug veliger","3D","ectotherm","3D","Isochrysis galbana","Adult","Microalga","ectotherm","Marine","Laboratory",86400,"seconds",NA,"",7.03e-05,"cubic meter",210.9,"individuals per arena","","yes","shell length","159","micrometer","original","diameter",4.5,"micrometer","http://commons.wikimedia.org/wiki/File:Isochrysis_galbana.jpg","Hansen B. and K. W. Ockelmann. 1991. FEEDING-BEHAVIOR IN LARVAE OF THE OPISTHOBRANCH PHILINE-APERTA .1. GROWTH AND FUNCTIONAL-RESPONSE AT DIFFERENT DEVELOPMENTAL STAGES. Marine Biology 111:255-261.","Fig 3","0.827519125182289","0.723559331948453",-122.295635900045,-120.463967533214,-122.206455256898,-120.613006879856,-119.02250853997,-116.099797719781,-117.842285443465,-115.157794613064,NA,NA,"1.06943278340623"
"1276",1275,39943,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",46.1861,"Individual/(Individual * 1 hr)",0.012829472,"Philine aperta (Linnaeus 1767)","Isochrysis galbana Parke","Philine aperta (Linnaeus 1767) [larva]","Isochrysis galbana Parke","active","sphere","active","sphere",2.67e-09,4.77e-14,"cubic meter",1334700000,"Individuals per microliter",1.3347,7.03e-05,12.5,12.5,NA,"","yes",NA,NA,NA,NA,NA,NA,NA,"",1,"Philine aperta (L.)","Larva","Sand slug veliger","3D","ectotherm","3D","Isochrysis galbana","Adult","Microalga","ectotherm","Marine","Laboratory",86400,"seconds",NA,"",7.03e-05,"cubic meter",210.9,"individuals per arena","","yes","shell length","244","micrometer","original","diameter",4.5,"micrometer","http://commons.wikimedia.org/wiki/File:Isochrysis_galbana.jpg","Hansen B. and K. W. Ockelmann. 1991. FEEDING-BEHAVIOR IN LARVAE OF THE OPISTHOBRANCH PHILINE-APERTA .1. GROWTH AND FUNCTIONAL-RESPONSE AT DIFFERENT DEVELOPMENTAL STAGES. Marine Biology 111:255-261.","Fig 3","0.538409879650297","1.49067382184297",-53.0757205089582,-15.1670190220036,-56.9387090133689,-55.2101302482822,-51.6210005595942,-13.2273924228516,-54.9990824142169,-52.7855969993422,NA,NA,"-3.35798544576392"
"1288",1287,39944,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",155.5783,"Individual/(Individual * 1 hr)",0.043216194,"Philine aperta (Linnaeus 1767)","Isochrysis galbana Parke","Philine aperta (Linnaeus 1767) [larva]","Isochrysis galbana Parke","active","sphere","active","sphere",1.26e-08,4.77e-14,"cubic meter",1391300000,"Individuals per microliter",1.3913,7.03e-05,12.5,12.5,NA,"","yes",NA,NA,NA,NA,NA,NA,NA,"",1,"Philine aperta (L.)","Larva","Sand slug veliger","3D","ectotherm","3D","Isochrysis galbana","Adult","Microalga","ectotherm","Marine","Laboratory",86400,"seconds",NA,"",7.03e-05,"cubic meter",210.9,"individuals per arena","","yes","shell length","330","micrometer","original","diameter",4.5,"micrometer","http://commons.wikimedia.org/wiki/File:Isochrysis_galbana.jpg","Hansen B. and K. W. Ockelmann. 1991. FEEDING-BEHAVIOR IN LARVAE OF THE OPISTHOBRANCH PHILINE-APERTA .1. GROWTH AND FUNCTIONAL-RESPONSE AT DIFFERENT DEVELOPMENTAL STAGES. Marine Biology 111:255-261.","Fig 3","0.0362035689052595","0.637755066070593",-68.7832331601842,-67.9671903931636,-48.7770276543349,-73.807955177698,-65.2490716691403,-63.2549750717718,-44.0648123329431,-67.9176860259583,NA,NA,"-4.91825134493411"
"1312",1311,39945,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.9558,"Individual/(Individual * day)",1.11e-05,"Pardosa pseudoannulata (Boesenberg et Strand)","Nilaparvata lugens (Stl 1854)","Pardosa pseudoannulata (Boesenberg et Strand) [adult - female]","Nilaparvata lugens (Stl 1854) [adult - female]","active","surface","active","surface",0.000146188,9.07e-07,"square meter",22.99096325,"individuals per arena",5,0.217476751,27,27,NA,"","no",NA,NA,NA,NA,NA,NA,2.8444,"95%CI",5,"Pardosa pseudoannulata (Boesenberg et Strand)","Adult female","Wolf spider","2D","ectotherm","2D","Nilaparvata lugens (Stal)","Adult female","Brown planthopper","ectotherm","Terrestrial","enclosure",86400,"seconds",259200,"seconds",0.217476751,"square meter",1,"individuals per arena","","yes","length","11.5","mm","pdf","length",3.05,"mm","http://naturalhistory.museumwales.ac.uk/vectors/browsespecies.php?-recid=668#Tabs","Heong K. L. S. Bleih and E. G. Rubia. 1991. PREY PREFERENCE OF THE WOLF SPIDER PARDOSA-PSEUDOANNULATA (BOESENBERG ET STRAND). Researches on Population Ecology 33:179-186.","Fig 1","1.06852572536232","0.683421234426841",-85.1223644831623,-77.0335343570746,-95.450955898118,-98.1752846258473,-86.29405074586,-78.5957827073382,-97.0132042483816,-100.128095063677,NA,NA,"-4.91814619395882"
